,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,WIN_PCT,LOSS_PCT,ADJEM
2565,Jacksonville St.,OVC,29,10,92.6,106.1,0.1734,43.0,51.1,18.5,19.2,28.7,34.5,37.6,39.0,42.3,50.0,29.5,35.7,63.8,-14.1,No Seed,No Seed,2015,0.3448275862068966,0.6551724137931034,-13.5
2566,James Madison,CAA,33,19,103.1,107.6,0.3805,51.9,50.2,20.3,17.9,29.0,31.9,42.2,31.9,49.7,48.2,37.2,35.7,64.7,-7.2,No Seed,No Seed,2015,0.5757575757575758,0.4242424242424242,-4.5
2567,Kansas St.,B12,32,15,104.6,96.2,0.7242,47.8,49.7,20.9,20.2,34.0,31.4,46.0,41.0,46.9,49.5,33.5,33.5,62.7,-2.6,No Seed,No Seed,2015,0.46875,0.53125,8.399999999999991
2568,Kennesaw St.,ASun,30,8,91.3,113.1,0.0782,45.3,50.7,21.3,16.2,29.6,35.1,29.8,35.7,44.1,51.1,31.5,33.4,66.1,-16.8,No Seed,No Seed,2015,0.26666666666666666,0.7333333333333334,-21.799999999999997
2569,Kent St.,MAC,34,22,105.3,101.4,0.6069,49.8,45.8,17.8,18.2,33.6,32.7,37.1,39.5,46.7,44.8,36.6,32.1,62.0,-4.7,No Seed,No Seed,2015,0.6470588235294118,0.3529411764705882,3.8999999999999915
2570,La Salle,A10,33,17,98.9,92.9,0.6734,46.7,45.8,19.9,20.1,29.6,30.8,36.4,34.4,46.1,45.1,32.1,31.6,64.8,-6.3,No Seed,No Seed,2015,0.5151515151515151,0.48484848484848486,6.0
2571,Lamar,Slnd,26,11,97.4,107.6,0.2414,49.7,52.8,23.4,20.4,34.6,32.9,41.9,46.0,50.7,50.8,31.9,37.6,66.5,-9.9,No Seed,No Seed,2015,0.4230769230769231,0.5769230769230769,-10.199999999999989
2572,Lehigh,Pat,29,15,98.0,99.5,0.4549,49.0,46.8,19.9,17.4,29.2,30.4,36.2,31.2,47.8,44.0,34.8,33.9,66.9,-9.3,No Seed,No Seed,2015,0.5172413793103449,0.48275862068965514,-1.5
2573,Liberty,BSth,28,4,89.8,109.4,0.0938,46.0,50.2,24.5,18.1,30.6,32.5,40.2,41.8,45.8,48.0,31.0,35.6,66.2,-20.5,No Seed,No Seed,2015,0.14285714285714285,0.8571428571428572,-19.60000000000001
2574,Lipscomb,ASun,28,11,98.0,110.6,0.1987,48.1,54.1,18.7,17.8,29.2,29.4,39.7,47.0,47.5,51.8,32.6,38.3,68.2,-12.0,No Seed,No Seed,2015,0.39285714285714285,0.6071428571428572,-12.599999999999994
2575,LIU Brooklyn,NEC,30,12,95.2,104.8,0.2502,44.9,48.4,19.6,18.2,31.3,31.0,39.8,35.6,42.8,49.8,32.4,30.4,67.5,-13.7,No Seed,No Seed,2015,0.4,0.6,-9.599999999999994
2576,Long Beach St.,BW,31,14,101.4,98.3,0.5883,47.6,49.2,20.2,21.0,31.5,34.0,34.4,36.9,46.3,49.0,33.2,33.0,65.7,-5.6,No Seed,No Seed,2015,0.45161290322580644,0.5483870967741935,3.1000000000000085
2577,Longwood,BSth,32,9,95.5,108.7,0.1834,49.0,52.6,20.7,20.8,26.9,35.2,30.0,45.0,44.9,50.5,36.9,37.5,67.0,-18.1,No Seed,No Seed,2015,0.28125,0.71875,-13.200000000000003
2578,Louisiana Lafayette,SB,33,19,104.1,100.6,0.5957,50.1,48.0,20.5,18.4,34.6,27.6,39.6,37.4,49.2,47.8,34.7,32.3,70.4,-8.2,No Seed,No Seed,2015,0.5757575757575758,0.4242424242424242,3.5
2579,Louisiana Monroe,SB,34,20,98.0,98.0,0.4977,45.6,44.7,18.0,17.2,32.6,29.4,26.1,29.7,46.0,44.3,29.9,30.2,62.0,-7.0,No Seed,No Seed,2015,0.5882352941176471,0.4117647058823529,0.0
2580,Louisiana Tech,CUSA,35,26,105.7,98.1,0.7016,50.7,46.9,15.6,22.4,29.0,35.4,33.7,31.3,51.4,45.5,32.9,33.6,67.7,-1.7,No Seed,No Seed,2015,0.7428571428571429,0.2571428571428571,7.6000000000000085
2581,Loyola Chicago,MVC,35,22,103.8,101.3,0.5708,53.3,49.2,21.0,20.2,28.7,32.1,33.3,30.2,50.6,50.1,39.3,31.8,61.4,-4.7,No Seed,No Seed,2015,0.6285714285714286,0.37142857142857144,2.5
2582,Loyola Marymount,WCC,30,7,100.6,108.3,0.3004,46.3,53.7,21.5,18.0,33.5,34.1,36.2,35.5,43.8,50.5,35.1,39.2,62.9,-12.9,No Seed,No Seed,2015,0.23333333333333334,0.7666666666666666,-7.700000000000003
2583,Loyola MD,Pat,30,11,91.4,103.5,0.1944,42.8,49.7,20.3,17.6,31.9,28.6,37.6,44.9,40.4,49.9,32.5,32.9,63.3,-13.8,No Seed,No Seed,2015,0.36666666666666664,0.6333333333333333,-12.099999999999994
2584,Maine,AE,30,3,92.3,113.3,0.0863,46.7,55.8,21.6,19.0,23.5,31.7,27.7,36.6,45.5,55.6,32.6,37.4,66.6,-20.9,No Seed,No Seed,2015,0.1,0.9,-21.0
2585,Marist,MAAC,32,7,91.9,104.1,0.1926,46.8,49.6,20.5,20.8,21.2,35.6,38.0,36.7,46.4,49.6,31.5,33.1,65.3,-19.9,No Seed,No Seed,2015,0.21875,0.78125,-12.199999999999989
2586,Marquette,BE,32,13,104.0,95.6,0.7237,49.8,49.2,19.3,21.0,29.0,36.4,35.8,30.3,48.8,46.4,34.4,36.0,64.3,-4.7,No Seed,No Seed,2015,0.40625,0.59375,8.400000000000006
2587,Marshall,CUSA,30,9,94.8,102.0,0.301,46.2,48.6,21.6,18.6,28.2,32.5,34.9,36.6,45.9,49.1,31.1,31.7,70.4,-14.7,No Seed,No Seed,2015,0.3,0.7,-7.200000000000003
2588,Maryland Eastern Shore,MEAC,33,18,100.9,107.1,0.3351,51.7,51.1,23.4,21.3,35.5,31.9,47.0,41.1,48.9,52.6,38.2,32.4,64.9,-8.7,No Seed,No Seed,2015,0.5454545454545454,0.4545454545454546,-6.199999999999989
2589,Massachusetts,A10,32,17,104.5,100.7,0.6047,47.3,48.7,20.5,17.5,34.0,31.3,42.4,35.2,48.4,47.1,29.6,35.0,67.8,-4.9,No Seed,No Seed,2015,0.53125,0.46875,3.799999999999997
2590,McNeese St.,Slnd,27,11,99.2,110.4,0.2258,46.4,51.9,16.0,18.5,33.7,34.4,30.9,34.9,45.9,53.1,31.6,33.1,63.3,-11.2,No Seed,No Seed,2015,0.4074074074074074,0.5925925925925926,-11.200000000000003
2591,Memphis,Amer,32,18,104.7,95.1,0.7509,48.4,44.4,20.2,19.2,37.0,31.6,31.6,38.7,48.1,43.8,32.8,30.4,66.6,-5.4,No Seed,No Seed,2015,0.5625,0.4375,9.600000000000009
2592,Mercer,SC,33,17,103.3,102.5,0.5223,49.3,48.9,17.6,19.2,33.3,32.8,40.2,31.9,48.3,46.3,34.2,35.2,61.1,-9.5,No Seed,No Seed,2015,0.5151515151515151,0.48484848484848486,0.7999999999999972
2593,Miami FL,ACC,38,25,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,No Seed,No Seed,2015,0.6578947368421053,0.3421052631578947,15.200000000000003
2594,Miami OH,MAC,31,12,99.1,105.0,0.3397,49.4,53.1,19.4,20.6,25.9,29.6,38.7,42.5,48.3,53.7,34.4,34.9,65.4,-12.2,No Seed,No Seed,2015,0.3870967741935484,0.6129032258064516,-5.900000000000006
2595,Michigan,B10,31,15,110.9,97.1,0.8226,49.4,50.9,15.6,19.4,25.5,31.2,26.6,26.7,47.0,50.8,35.3,34.0,60.2,-2.4,No Seed,No Seed,2015,0.4838709677419355,0.5161290322580645,13.800000000000011
2596,Middle Tennessee,CUSA,35,18,100.7,100.5,0.5048,47.9,49.9,20.3,20.3,31.6,26.1,36.8,42.2,44.2,48.0,36.3,35.7,61.4,-8.8,No Seed,No Seed,2015,0.5142857142857142,0.48571428571428577,0.20000000000000284
2597,Milwaukee,Horz,28,12,100.8,103.6,0.4226,49.0,51.2,20.0,16.5,26.9,29.5,36.2,31.6,48.6,48.6,33.2,38.6,65.0,-9.0,No Seed,No Seed,2015,0.42857142857142855,0.5714285714285714,-2.799999999999997
2598,Minnesota,B10,32,17,111.2,97.6,0.8176,52.1,50.8,17.7,24.2,30.0,33.4,32.9,34.5,50.1,48.3,37.2,36.8,68.1,-2.4,No Seed,No Seed,2015,0.53125,0.46875,13.600000000000009
2599,Mississippi St.,SEC,31,12,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,No Seed,No Seed,2015,0.3870967741935484,0.6129032258064516,2.5999999999999943
2600,Mississippi Valley St.,SWAC,32,6,89.0,116.3,0.0439,42.7,54.5,20.9,20.8,30.1,39.7,33.0,36.7,41.7,55.1,30.3,35.5,71.1,-20.8,No Seed,No Seed,2015,0.1875,0.8125,-27.299999999999997
2601,Missouri,SEC,31,8,99.3,101.5,0.4366,45.8,49.3,20.2,17.2,29.4,33.3,32.5,43.9,44.2,48.0,32.5,34.4,62.6,-9.9,No Seed,No Seed,2015,0.25806451612903225,0.7419354838709677,-2.200000000000003
2602,Missouri St.,MVC,29,9,96.5,104.4,0.2884,45.4,49.6,19.5,16.4,29.7,30.0,31.7,36.8,44.5,46.6,31.4,36.9,61.9,-12.2,No Seed,No Seed,2015,0.3103448275862069,0.6896551724137931,-7.900000000000006
2603,Monmouth,MAAC,33,18,98.0,100.4,0.4312,47.9,47.2,19.9,21.4,30.0,33.6,41.0,37.2,46.7,44.3,33.8,34.2,63.9,-9.0,No Seed,No Seed,2015,0.5454545454545454,0.4545454545454546,-2.4000000000000057
2604,Montana,BSky,31,18,104.5,104.2,0.5063,53.7,51.3,18.0,19.9,27.6,28.7,33.3,43.6,52.9,49.4,36.6,36.1,62.5,-7.1,No Seed,No Seed,2015,0.5806451612903226,0.4193548387096774,0.29999999999999716
2605,Montana St.,BSky,29,6,94.7,107.8,0.1838,46.9,53.0,20.6,17.0,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,66.2,-17.9,No Seed,No Seed,2015,0.20689655172413793,0.7931034482758621,-13.099999999999994
2606,Morehead St.,OVC,32,15,102.5,101.0,0.5408,49.3,49.1,20.1,21.2,34.7,28.2,34.7,55.2,48.4,48.4,34.0,33.7,65.7,-10.6,No Seed,No Seed,2015,0.46875,0.53125,1.5
2607,Morgan St.,MEAC,31,7,92.4,111.3,0.1057,40.2,53.3,16.2,21.6,34.8,33.8,33.1,43.2,39.1,52.9,28.4,36.1,65.0,-18.5,No Seed,No Seed,2015,0.22580645161290322,0.7741935483870968,-18.89999999999999
2608,Mount St. Mary's,NEC,30,15,96.1,102.0,0.3345,47.2,49.6,19.0,21.3,30.6,32.4,30.4,35.6,45.5,48.5,33.0,34.8,62.8,-9.6,No Seed,No Seed,2015,0.5,0.5,-5.900000000000006
2609,Murray St.,OVC,33,27,114.1,102.2,0.78,54.3,46.8,17.1,18.7,35.9,32.5,41.2,36.6,52.6,44.9,38.3,33.7,67.0,0.0,No Seed,No Seed,2015,0.8181818181818182,0.18181818181818177,11.899999999999991
2610,Navy,Pat,31,12,97.7,105.0,0.3037,49.1,53.1,19.4,20.1,29.5,30.0,30.6,36.6,48.8,49.7,33.1,39.1,61.7,-13.8,No Seed,No Seed,2015,0.3870967741935484,0.6129032258064516,-7.299999999999997
2611,Nebraska,B10,31,13,98.5,93.2,0.6543,46.2,46.8,19.4,20.6,26.7,30.3,36.5,38.5,48.0,44.7,28.4,33.4,63.7,-5.3,No Seed,No Seed,2015,0.41935483870967744,0.5806451612903225,5.299999999999997
2612,Nebraska Omaha,Sum,28,11,100.3,108.0,0.2994,49.3,53.3,18.3,20.3,30.5,28.9,42.6,38.9,49.2,51.7,33.1,37.6,74.2,-12.8,No Seed,No Seed,2015,0.39285714285714285,0.6071428571428572,-7.700000000000003
2613,Nevada,MWC,29,7,95.3,104.2,0.265,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,64.1,-14.8,No Seed,No Seed,2015,0.2413793103448276,0.7586206896551724,-8.900000000000006
2614,New Hampshire,AE,30,17,98.4,101.0,0.4249,49.7,46.0,18.7,17.1,27.2,23.7,36.1,42.6,45.9,45.6,37.4,31.1,64.2,-8.1,No Seed,No Seed,2015,0.5666666666666667,0.43333333333333335,-2.5999999999999943
2615,New Mexico,MWC,31,15,99.0,97.0,0.5607,47.9,46.7,20.2,18.6,33.3,26.1,38.4,32.8,48.6,46.4,30.8,31.4,62.8,-8.3,No Seed,No Seed,2015,0.4838709677419355,0.5161290322580645,2.0
2616,New Orleans,Slnd,26,8,95.7,109.4,0.1768,46.5,54.8,22.2,21.2,35.7,32.9,45.9,44.0,45.2,53.9,33.9,37.8,67.5,-13.3,No Seed,No Seed,2015,0.3076923076923077,0.6923076923076923,-13.700000000000003
2617,Niagara,MAAC,30,8,98.5,109.7,0.2254,45.6,53.7,20.6,18.1,32.0,29.5,41.2,36.3,42.3,52.1,35.1,37.9,65.2,-15.9,No Seed,No Seed,2015,0.26666666666666666,0.7333333333333334,-11.200000000000003
2618,Nicholls St.,Slnd,26,7,89.6,105.5,0.1321,47.8,50.0,25.0,20.3,30.1,34.5,42.4,50.7,48.4,48.3,31.2,35.7,66.8,-13.9,No Seed,No Seed,2015,0.2692307692307692,0.7307692307692308,-15.900000000000006
2619,NJIT,Ind,29,17,103.3,104.5,0.4644,52.3,46.4,20.5,19.0,28.8,33.8,39.0,44.1,49.8,44.6,37.1,33.1,67.1,-6.2,No Seed,No Seed,2015,0.5862068965517241,0.4137931034482759,-1.2000000000000028
2620,Norfolk St.,MEAC,32,18,102.3,107.4,0.3621,52.1,48.1,20.7,18.0,34.3,30.4,42.7,39.4,52.2,46.3,34.5,33.9,65.1,-7.6,No Seed,No Seed,2015,0.5625,0.4375,-5.1000000000000085
2621,North Carolina A&T,MEAC,30,7,91.7,112.1,0.0903,44.6,50.4,23.6,18.8,34.1,34.4,37.3,40.9,45.7,47.8,28.4,36.5,62.7,-18.2,No Seed,No Seed,2015,0.23333333333333334,0.7666666666666666,-20.39999999999999
2622,North Carolina Central,MEAC,30,22,102.5,98.4,0.6142,53.2,42.1,19.8,20.2,31.0,30.8,37.2,41.1,53.1,41.3,35.6,29.1,59.9,-2.4,No Seed,No Seed,2015,0.7333333333333333,0.2666666666666667,4.099999999999994
2623,North Dakota,BSky,28,6,96.1,109.0,0.1904,48.4,53.2,17.9,18.1,24.7,29.0,38.5,42.3,47.8,51.2,33.1,38.6,68.0,-16.2,No Seed,No Seed,2015,0.21428571428571427,0.7857142857142857,-12.900000000000006
2624,North Texas,CUSA,29,12,98.6,103.0,0.3773,46.9,49.3,20.1,20.4,31.1,33.1,40.0,38.2,47.8,48.1,29.9,34.2,65.9,-10.8,No Seed,No Seed,2015,0.41379310344827586,0.5862068965517242,-4.400000000000006
2625,Northern Arizona,BSky,37,22,100.1,101.7,0.4547,46.1,48.6,17.7,16.7,35.3,26.8,36.4,38.4,42.9,49.1,34.8,31.7,65.2,-8.6,No Seed,No Seed,2015,0.5945945945945946,0.4054054054054054,-1.6000000000000085
2626,Northern Colorado,BSky,28,13,107.5,115.6,0.3007,53.0,55.7,16.2,20.0,33.6,34.3,35.1,40.4,51.4,52.9,37.5,40.2,63.5,-10.8,No Seed,No Seed,2015,0.4642857142857143,0.5357142857142857,-8.099999999999994
2627,Northern Illinois,MAC,29,13,100.1,103.3,0.4112,47.6,51.8,21.7,21.4,36.4,31.1,47.1,40.9,47.2,52.5,32.2,33.9,62.8,-9.0,No Seed,No Seed,2015,0.4482758620689655,0.5517241379310345,-3.200000000000003
2628,Northern Kentucky,ASun,28,11,102.4,108.7,0.3348,51.2,50.6,17.8,16.6,28.5,30.0,30.0,45.3,51.9,49.2,33.4,35.5,64.1,-12.1,No Seed,No Seed,2015,0.39285714285714285,0.6071428571428572,-6.299999999999997
2629,Northwestern,B10,32,15,105.7,100.8,0.6322,50.4,48.4,18.1,15.5,27.6,30.9,28.6,32.8,48.3,43.8,35.9,37.7,60.6,-4.2,No Seed,No Seed,2015,0.46875,0.53125,4.900000000000006
2630,Northwestern St.,Slnd,28,15,109.3,115.9,0.338,52.9,54.4,15.9,19.6,29.8,38.9,35.1,36.9,51.6,51.8,36.8,40.1,73.1,-6.4,No Seed,No Seed,2015,0.5357142857142857,0.4642857142857143,-6.6000000000000085
2631,Oakland,Horz,31,14,109.0,109.2,0.495,52.3,53.5,18.4,16.1,30.1,30.5,38.1,34.6,51.7,52.8,35.5,36.5,67.0,-7.2,No Seed,No Seed,2015,0.45161290322580644,0.5483870967741935,-0.20000000000000284
2632,Ohio,MAC,30,10,100.8,106.3,0.35,49.8,49.3,18.7,15.4,25.9,30.5,28.9,32.2,49.0,46.8,34.0,35.9,66.8,-13.5,No Seed,No Seed,2015,0.3333333333333333,0.6666666666666667,-5.5
2633,Old Dominion,CUSA,35,27,104.3,94.4,0.7584,48.6,46.1,17.5,21.0,36.0,26.9,30.6,40.8,48.4,45.7,32.5,31.2,60.5,-1.3,No Seed,No Seed,2015,0.7714285714285715,0.22857142857142854,9.899999999999991
2634,Oral Roberts,Sum,32,17,104.1,107.5,0.4106,48.1,51.0,17.6,18.6,29.5,31.3,44.5,37.8,45.6,48.8,35.8,37.5,65.8,-8.4,No Seed,No Seed,2015,0.53125,0.46875,-3.4000000000000057
2635,Oregon St.,P12,30,16,98.2,91.1,0.7023,46.6,44.7,19.1,23.7,28.5,32.8,36.8,44.3,46.0,44.4,32.0,30.0,60.9,-4.0,No Seed,No Seed,2015,0.5333333333333333,0.4666666666666667,7.1000000000000085
2636,Pacific,WCC,28,9,102.4,106.3,0.3934,46.8,51.9,19.8,16.2,34.6,31.3,39.4,43.1,44.3,50.7,34.2,36.1,61.9,-10.7,No Seed,No Seed,2015,0.32142857142857145,0.6785714285714286,-3.8999999999999915
2637,Penn,Ivy,28,9,96.4,106.4,0.2427,49.1,51.2,23.6,18.1,29.5,29.1,35.8,39.8,47.7,48.1,34.6,37.6,63.7,-13.0,No Seed,No Seed,2015,0.32142857142857145,0.6785714285714286,-10.0
2638,Penn St.,B10,34,18,103.9,93.9,0.7617,48.0,45.3,18.2,17.8,29.7,31.0,34.7,41.5,46.8,43.6,33.4,32.6,65.9,-3.6,No Seed,No Seed,2015,0.5294117647058824,0.47058823529411764,10.0
2639,Pepperdine,WCC,31,17,98.0,94.4,0.6053,46.9,45.6,19.3,19.1,28.7,32.8,37.0,33.8,46.6,47.7,31.8,27.3,64.1,-3.8,No Seed,No Seed,2015,0.5483870967741935,0.4516129032258065,3.5999999999999943
2640,Pittsburgh,ACC,33,18,113.2,101.7,0.7749,49.1,50.0,15.7,17.4,34.3,31.6,34.8,37.8,48.6,49.0,33.6,34.9,60.9,-1.5,No Seed,No Seed,2015,0.5454545454545454,0.4545454545454546,11.5
2641,Portland,WCC,31,15,107.7,102.7,0.6327,50.0,49.7,18.3,17.2,35.0,30.7,36.1,35.9,46.9,49.0,37.8,34.1,64.5,-6.2,No Seed,No Seed,2015,0.4838709677419355,0.5161290322580645,5.0
2642,Portland St.,BSky,27,13,100.9,107.9,0.3144,48.7,52.7,16.4,17.5,27.6,32.1,37.2,31.4,45.5,50.2,37.3,38.5,66.2,-9.9,No Seed,No Seed,2015,0.48148148148148145,0.5185185185185186,-7.0
2643,Prairie View A&M,SWAC,32,14,95.6,106.9,0.2165,47.5,48.4,20.7,24.3,32.1,40.1,30.9,51.2,46.7,50.1,33.1,29.8,69.0,-12.3,No Seed,No Seed,2015,0.4375,0.5625,-11.300000000000011
2644,Presbyterian,BSth,28,6,94.8,111.4,0.1351,48.4,54.0,20.9,15.9,27.3,33.6,33.3,28.7,48.8,50.6,31.7,38.9,62.4,-17.1,No Seed,No Seed,2015,0.21428571428571427,0.7857142857142857,-16.60000000000001
2645,Princeton,Ivy,29,15,105.4,104.5,0.5258,54.3,49.6,18.8,18.5,20.7,26.4,46.1,41.8,53.0,47.2,37.3,36.9,65.2,-9.0,No Seed,No Seed,2015,0.5172413793103449,0.48275862068965514,0.9000000000000057
2646,Quinnipiac,MAAC,30,15,101.4,101.3,0.5029,44.0,45.2,20.4,14.0,42.1,26.5,35.5,33.4,43.1,41.9,30.7,35.1,66.7,-10.9,No Seed,No Seed,2015,0.5,0.5,0.10000000000000853
2647,Radford,BSth,31,19,102.7,104.3,0.4552,50.0,48.4,18.1,18.8,34.5,32.7,35.4,36.3,50.5,47.8,32.6,33.4,65.3,-6.3,No Seed,No Seed,2015,0.6129032258064516,0.3870967741935484,-1.5999999999999943
2648,Rhode Island,A10,32,22,102.1,91.0,0.79,48.9,43.9,20.8,21.8,32.3,29.2,47.3,46.0,50.1,45.0,30.5,27.3,65.9,-1.1,No Seed,No Seed,2015,0.6875,0.3125,11.099999999999994
2649,Rice,CUSA,29,10,100.4,103.8,0.4048,51.7,49.9,22.1,19.6,26.5,32.2,33.7,40.1,47.6,49.0,37.3,34.5,62.3,-13.2,No Seed,No Seed,2015,0.3448275862068966,0.6551724137931034,-3.3999999999999915
2650,Richmond,A10,35,21,106.7,94.6,0.7997,52.1,46.0,15.6,21.1,22.2,33.4,32.9,33.5,52.8,46.2,34.0,30.3,62.2,-3.5,No Seed,No Seed,2015,0.6,0.4,12.100000000000009
2651,Rider,MAAC,33,21,98.9,99.0,0.4959,49.4,47.5,19.2,21.6,31.1,29.6,35.6,37.7,49.0,46.6,33.4,32.7,64.6,-5.4,No Seed,No Seed,2015,0.6363636363636364,0.36363636363636365,-0.09999999999999432
2652,Rutgers,B10,32,10,96.4,98.0,0.4539,43.6,49.8,20.1,18.1,30.5,31.4,32.6,32.0,43.3,49.3,29.5,33.7,65.4,-8.7,No Seed,No Seed,2015,0.3125,0.6875,-1.5999999999999943
2653,Sacramento St.,BSky,31,19,105.9,110.9,0.3714,53.9,53.8,16.6,19.6,27.2,33.3,35.5,32.3,50.9,54.7,40.8,34.8,62.7,-6.8,No Seed,No Seed,2015,0.6129032258064516,0.3870967741935484,-5.0
2654,Sacred Heart,NEC,31,14,100.2,108.6,0.2837,49.6,49.2,19.4,18.4,33.9,32.7,35.9,33.6,50.3,47.7,32.0,34.7,69.1,-13.1,No Seed,No Seed,2015,0.45161290322580644,0.5483870967741935,-8.399999999999991
2655,Saint Joseph's,A10,31,13,98.2,97.3,0.5254,45.3,48.3,19.2,19.0,31.5,30.4,35.2,31.3,45.5,46.3,29.9,34.8,64.0,-9.6,No Seed,No Seed,2015,0.41935483870967744,0.5806451612903225,0.9000000000000057
2656,Saint Louis,A10,31,10,94.1,102.8,0.2642,46.2,51.6,21.7,20.9,27.2,32.1,41.5,44.5,45.2,50.6,32.0,35.7,63.4,-12.8,No Seed,No Seed,2015,0.3225806451612903,0.6774193548387097,-8.700000000000003
2657,Saint Mary's,WCC,30,20,110.0,97.7,0.7965,52.4,48.0,18.8,15.4,33.2,24.7,34.1,33.2,50.6,47.2,37.1,33.1,63.2,-0.8,No Seed,No Seed,2015,0.6666666666666666,0.33333333333333337,12.299999999999997
2658,Saint Peter's,MAAC,34,16,97.3,99.9,0.4267,46.9,45.2,19.5,20.9,31.4,30.5,44.0,45.8,44.6,44.3,34.3,31.2,60.7,-12.8,No Seed,No Seed,2015,0.47058823529411764,0.5294117647058824,-2.6000000000000085
2659,Sam Houston St.,Slnd,31,22,101.6,94.4,0.6991,47.6,45.1,19.7,20.4,36.0,27.3,46.3,41.1,47.3,43.9,32.1,32.2,65.0,-3.4,No Seed,No Seed,2015,0.7096774193548387,0.29032258064516125,7.199999999999989
2660,Samford,SC,31,12,99.9,110.1,0.2456,49.8,53.3,19.2,21.1,30.1,34.1,37.9,45.4,49.2,51.0,34.0,38.9,66.8,-14.1,No Seed,No Seed,2015,0.3870967741935484,0.6129032258064516,-10.199999999999989
2661,San Diego,WCC,30,14,102.0,95.5,0.6798,48.0,47.9,18.4,21.3,30.0,31.6,38.4,42.0,46.0,46.9,34.5,33.7,63.5,-6.4,No Seed,No Seed,2015,0.4666666666666667,0.5333333333333333,6.5
2662,San Francisco,WCC,31,13,104.3,99.8,0.6252,50.7,49.2,17.9,18.9,30.5,30.8,41.0,38.7,50.7,46.9,33.7,35.5,66.1,-9.2,No Seed,No Seed,2015,0.41935483870967744,0.5806451612903225,4.5
2663,San Jose St.,MWC,28,0,86.2,107.1,0.0757,41.0,54.0,21.6,17.8,24.1,31.8,29.1,42.9,38.7,51.8,29.4,38.8,64.6,-21.4,No Seed,No Seed,2015,0.0,1.0,-20.89999999999999
2664,Santa Clara,WCC,30,12,104.8,104.0,0.5216,48.2,51.7,17.1,19.1,28.1,34.1,31.1,43.2,46.0,49.2,34.6,37.7,61.6,-8.7,No Seed,No Seed,2015,0.4,0.6,0.7999999999999972
2665,Savannah St.,MEAC,29,7,85.6,104.4,0.0922,44.0,53.0,24.7,24.8,30.0,33.7,34.2,50.5,46.2,51.9,25.2,37.1,65.4,-16.3,No Seed,No Seed,2015,0.2413793103448276,0.7586206896551724,-18.80000000000001
2666,Seattle,WAC,32,16,96.6,101.7,0.3576,50.8,47.0,22.0,17.3,30.9,28.5,36.4,33.5,47.5,45.1,37.8,33.3,62.5,-11.5,No Seed,No Seed,2015,0.5,0.5,-5.1000000000000085
2667,Seton Hall,BE,31,16,107.7,98.6,0.7353,48.2,47.7,18.7,18.0,34.7,33.2,38.1,38.0,46.0,49.0,35.0,30.0,66.2,-2.3,No Seed,No Seed,2015,0.5161290322580645,0.4838709677419355,9.100000000000009
2668,Siena,MAAC,31,11,103.9,111.2,0.3129,47.5,51.4,18.7,21.2,36.3,37.1,41.9,51.0,46.6,49.9,33.2,36.2,66.7,-15.2,No Seed,No Seed,2015,0.3548387096774194,0.6451612903225806,-7.299999999999997
2669,SIU Edwardsville,OVC,26,10,95.3,103.1,0.2875,48.7,49.3,20.3,19.8,28.8,31.9,37.4,37.0,45.3,46.9,36.9,36.1,66.6,-11.8,No Seed,No Seed,2015,0.38461538461538464,0.6153846153846154,-7.799999999999997
2670,South Alabama,SB,31,10,99.5,109.5,0.2484,47.8,49.0,20.9,15.2,30.0,33.1,41.9,34.1,47.0,48.1,32.9,34.2,68.8,-15.4,No Seed,No Seed,2015,0.3225806451612903,0.6774193548387097,-10.0
2671,South Carolina,SEC,32,16,104.5,92.2,0.8078,45.2,44.8,19.6,21.0,34.6,31.5,37.3,44.5,45.2,43.2,30.1,31.7,64.9,-3.6,No Seed,No Seed,2015,0.5,0.5,12.299999999999997
2672,South Carolina St.,MEAC,31,9,89.1,107.6,0.103,42.4,51.0,19.4,20.1,30.1,33.2,32.8,36.4,41.1,51.5,30.1,33.4,65.2,-17.2,No Seed,No Seed,2015,0.2903225806451613,0.7096774193548387,-18.5
2673,South Dakota,Sum,31,15,101.0,106.4,0.3558,47.1,51.0,16.7,17.5,31.0,27.0,33.7,35.6,44.2,51.1,35.8,33.9,65.9,-10.7,No Seed,No Seed,2015,0.4838709677419355,0.5161290322580645,-5.400000000000006
2674,South Dakota St.,Sum,33,22,106.7,100.2,0.6727,51.9,47.2,16.9,18.1,28.8,28.2,40.4,41.2,48.6,45.0,38.1,34.7,66.4,-4.7,No Seed,No Seed,2015,0.6666666666666666,0.33333333333333337,6.5
2675,South Florida,Amer,31,8,97.2,105.4,0.2812,47.3,49.1,20.9,18.8,31.3,34.8,31.6,42.5,47.7,45.4,30.9,37.4,64.4,-14.5,No Seed,No Seed,2015,0.25806451612903225,0.7419354838709677,-8.200000000000003
