,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,TWOP_O,TWOP_D,THREEP_O,THREEP_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,WIN_PCT,LOSS_PCT,ADJEM
860,Louisiana Lafayette,SB,31,21,109.8,108.9,0.5225,51.5,54.4,17.9,20.1,36.3,27.8,42.2,37.3,51.5,53.8,34.2,37.1,73.6,-6.4,No Seed,No Seed,2017,0.6774193548387096,0.32258064516129037,0.8999999999999915
861,Washington,P12,31,9,105.9,105.4,0.5131,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.6,-10.9,No Seed,No Seed,2017,0.2903225806451613,0.7096774193548387,0.5
862,Fort Wayne,Sum,30,20,107.1,106.7,0.511,56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,54.9,49.9,39.0,39.1,72.9,-6.9,No Seed,No Seed,2017,0.6666666666666666,0.33333333333333337,0.3999999999999915
863,Penn,Ivy,28,13,102.0,101.6,0.5106,51.6,48.8,18.9,20.1,27.6,29.4,26.0,33.6,52.2,45.3,33.9,36.0,68.1,-8.9,No Seed,No Seed,2017,0.4642857142857143,0.5357142857142857,0.4000000000000057
864,Yale,Ivy,28,18,105.4,105.0,0.5094,52.3,49.7,19.3,17.0,31.2,28.5,33.9,26.3,51.8,49.6,35.5,33.2,69.2,-4.8,No Seed,No Seed,2017,0.6428571428571429,0.3571428571428571,0.4000000000000057
865,Northern Iowa,MVC,29,14,96.8,96.6,0.5052,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26.0,45.3,47.6,32.3,36.8,64.7,-6.8,No Seed,No Seed,2017,0.4827586206896552,0.5172413793103448,0.20000000000000284
866,Texas A&M Corpus Chris,Slnd,33,24,102.3,102.3,0.502,51.3,51.6,18.8,23.0,29.3,31.1,37.1,41.2,52.1,51.3,32.8,34.6,69.6,-6.5,No Seed,No Seed,2017,0.7272727272727273,0.2727272727272727,0.0
867,Western Michigan,MAC,31,16,105.2,105.1,0.5018,50.9,54.0,17.6,18.3,31.1,26.5,35.0,34.2,48.2,53.9,38.3,36.1,69.3,-9.2,No Seed,No Seed,2017,0.5161290322580645,0.4838709677419355,0.10000000000000853
868,Massachusetts,A10,33,15,99.6,99.5,0.501,49.7,46.9,20.3,19.6,28.1,30.2,34.6,44.5,53.3,44.5,29.7,34.5,73.6,-10.1,No Seed,No Seed,2017,0.45454545454545453,0.5454545454545454,0.09999999999999432
869,Lipscomb,ASun,30,20,106.3,106.3,0.4995,55.0,52.0,20.1,20.3,28.3,30.9,41.2,44.2,55.7,50.9,36.0,36.0,75.7,-8.1,No Seed,No Seed,2017,0.6666666666666666,0.33333333333333337,0.0
870,South Dakota,Sum,32,22,102.8,102.9,0.4986,49.6,50.8,16.2,18.5,27.5,27.3,42.7,31.9,48.8,47.7,34.2,37.5,72.1,-5.7,No Seed,No Seed,2017,0.6875,0.3125,-0.10000000000000853
871,Wright St.,Horz,30,20,105.3,105.4,0.4963,52.0,52.0,20.4,19.5,29.4,26.5,38.0,37.1,49.4,52.0,37.2,34.8,70.5,-6.8,No Seed,No Seed,2017,0.6666666666666666,0.33333333333333337,-0.10000000000000853
872,DePaul,BE,32,9,102.9,103.1,0.4937,48.1,53.8,20.4,20.0,29.9,30.0,35.6,40.2,47.7,53.6,32.6,36.1,69.1,-10.8,No Seed,No Seed,2017,0.28125,0.71875,-0.19999999999998863
873,Washington St.,P12,30,13,103.8,104.1,0.4924,52.0,52.8,18.1,14.7,20.0,28.5,27.2,27.9,50.6,52.6,36.6,35.4,69.0,-7.9,No Seed,No Seed,2017,0.43333333333333335,0.5666666666666667,-0.29999999999999716
874,East Carolina,Amer,33,15,96.6,97.1,0.4843,45.8,44.7,20.8,17.0,30.7,31.1,37.4,27.2,44.5,42.6,32.0,32.5,68.3,-8.4,No Seed,No Seed,2017,0.45454545454545453,0.5454545454545454,-0.5
875,Loyola Marymount,WCC,29,15,101.6,102.2,0.4822,50.3,52.2,19.0,21.5,30.0,30.0,30.9,43.3,48.9,51.1,35.2,36.1,68.6,-7.2,No Seed,No Seed,2017,0.5172413793103449,0.48275862068965514,-0.6000000000000085
876,Siena,MAAC,34,17,105.2,106.1,0.4764,49.9,50.3,19.7,17.2,35.5,29.3,40.0,35.5,50.2,50.0,32.7,33.9,70.0,-10.2,No Seed,No Seed,2017,0.5,0.5,-0.8999999999999915
877,Gardner Webb,BSth,30,19,101.5,102.4,0.4744,52.1,49.0,20.4,20.4,30.8,28.6,44.7,40.8,50.3,46.8,37.6,35.5,72.3,-8.2,No Seed,No Seed,2017,0.6333333333333333,0.3666666666666667,-0.9000000000000057
878,Ball St.,MAC,33,21,103.6,104.5,0.474,53.7,48.7,19.9,17.2,27.8,28.4,35.1,35.9,51.7,46.2,37.6,35.6,72.2,-6.8,No Seed,No Seed,2017,0.6363636363636364,0.36363636363636365,-0.9000000000000057
879,Saint Joseph's,A10,31,11,101.6,102.6,0.4729,46.6,51.2,17.0,18.0,29.8,26.6,40.1,32.5,45.7,50.3,32.4,34.9,70.0,-10.9,No Seed,No Seed,2017,0.3548387096774194,0.6451612903225806,-1.0
880,Southern Illinois,MVC,32,17,102.1,103.1,0.4711,47.7,52.2,17.6,20.3,29.5,31.4,35.4,33.6,47.9,48.2,31.6,39.4,66.8,-7.2,No Seed,No Seed,2017,0.53125,0.46875,-1.0
881,LSU,SEC,31,10,108.3,109.4,0.471,50.2,54.6,19.8,16.9,31.2,31.3,31.5,36.9,50.2,52.9,33.6,38.2,73.4,-8.8,No Seed,No Seed,2017,0.3225806451612903,0.6774193548387097,-1.1000000000000085
882,Rice,CUSA,33,23,106.3,107.4,0.4701,53.9,50.0,19.4,17.4,28.6,26.2,41.5,35.7,50.9,49.7,38.9,33.9,73.9,-6.2,No Seed,No Seed,2017,0.696969696969697,0.303030303030303,-1.1000000000000085
883,Nebraska Omaha,Sum,31,18,106.8,108.0,0.4684,52.3,54.0,18.3,19.3,28.9,31.3,40.6,33.7,49.0,53.0,38.4,37.0,75.1,-7.2,No Seed,No Seed,2017,0.5806451612903226,0.4193548387096774,-1.2000000000000028
884,Northeastern,CAA,31,15,105.2,106.5,0.4654,53.5,52.1,18.5,17.0,25.7,27.0,37.8,31.0,52.4,50.7,36.7,36.4,67.7,-8.9,No Seed,No Seed,2017,0.4838709677419355,0.5161290322580645,-1.2999999999999972
885,Eastern Washington,BSky,32,22,108.6,110.0,0.4632,54.2,51.2,17.1,14.5,27.3,27.8,34.8,36.9,53.7,48.2,36.8,37.7,67.8,-5.8,No Seed,No Seed,2017,0.6875,0.3125,-1.4000000000000057
886,Fordham,A10,31,13,96.6,98.2,0.4547,48.4,53.0,19.7,25.6,23.4,31.0,26.7,43.5,47.4,52.3,33.2,36.1,65.8,-11.8,No Seed,No Seed,2017,0.41935483870967744,0.5806451612903225,-1.6000000000000085
887,New Hampshire,AE,29,20,100.6,102.3,0.4538,50.2,49.9,18.3,14.6,27.2,21.7,34.1,29.3,49.5,50.1,34.2,32.9,66.9,-6.3,No Seed,No Seed,2017,0.6896551724137931,0.31034482758620685,-1.7000000000000028
888,North Dakota St.,Sum,28,19,102.7,104.5,0.4509,52.2,50.4,16.9,17.2,25.0,28.0,39.7,31.3,50.8,46.7,36.3,37.8,68.2,-6.0,No Seed,No Seed,2017,0.6785714285714286,0.3214285714285714,-1.7999999999999972
889,Weber St.,BSky,32,20,107.1,109.0,0.4495,56.0,50.6,16.9,16.5,21.4,30.3,42.9,29.5,53.0,49.8,40.3,35.2,68.0,-8.7,No Seed,No Seed,2017,0.625,0.375,-1.9000000000000057
890,UAB,CUSA,32,17,103.1,105.1,0.4449,51.3,49.8,20.0,17.3,30.0,28.1,37.7,29.4,51.3,48.8,34.1,34.2,67.8,-9.4,No Seed,No Seed,2017,0.53125,0.46875,-2.0
891,Green Bay,Horz,30,18,100.8,102.8,0.443,48.3,50.8,18.0,18.6,30.4,28.6,37.7,33.1,48.7,48.7,31.6,36.3,75.5,-7.7,No Seed,No Seed,2017,0.6,0.4,-2.0
892,Boston University,Pat,31,18,100.9,102.9,0.4427,51.2,50.5,20.2,20.7,28.1,28.5,33.4,37.2,50.0,47.5,35.3,36.5,71.1,-8.9,No Seed,No Seed,2017,0.5806451612903226,0.4193548387096774,-2.0
893,Georgia Southern,SB,31,18,104.4,106.5,0.4424,51.5,51.3,17.0,18.7,25.2,33.0,39.9,34.7,49.2,51.4,36.3,34.1,69.7,-8.0,No Seed,No Seed,2017,0.5806451612903226,0.4193548387096774,-2.0999999999999943
894,UTEP,CUSA,31,15,100.1,102.2,0.4419,51.8,49.5,19.0,17.5,22.2,25.0,36.3,39.1,51.9,48.5,34.3,34.0,67.5,-11.6,No Seed,No Seed,2017,0.4838709677419355,0.5161290322580645,-2.1000000000000085
895,Indiana St.,MVC,30,11,98.4,100.5,0.4415,47.8,47.9,17.8,17.8,22.4,29.3,30.8,42.8,45.8,44.2,33.9,37.3,71.1,-11.8,No Seed,No Seed,2017,0.36666666666666664,0.6333333333333333,-2.0999999999999943
896,Montana,BSky,32,16,104.9,107.3,0.4375,51.2,52.0,15.6,18.2,28.0,26.8,33.0,44.4,49.9,52.1,35.7,34.5,68.2,-10.8,No Seed,No Seed,2017,0.5,0.5,-2.3999999999999915
897,Hofstra,CAA,31,15,109.4,111.8,0.4368,51.7,53.1,15.2,15.4,31.1,29.6,37.7,29.3,49.6,52.0,36.4,36.9,69.0,-11.1,No Seed,No Seed,2017,0.4838709677419355,0.5161290322580645,-2.3999999999999915
898,Canisius,MAAC,34,18,106.9,109.5,0.4309,53.1,54.5,18.2,20.8,30.2,32.2,30.9,33.8,51.4,56.0,37.1,34.3,70.8,-9.0,No Seed,No Seed,2017,0.5294117647058824,0.47058823529411764,-2.5999999999999943
899,UMBC,AE,32,21,107.5,110.2,0.4291,54.0,52.4,16.3,17.7,24.4,27.3,35.0,35.1,51.5,52.2,38.5,35.2,72.0,-7.4,No Seed,No Seed,2017,0.65625,0.34375,-2.700000000000003
900,Morehead St.,OVC,28,14,105.2,108.3,0.4179,51.0,55.1,18.5,19.4,35.2,28.1,28.8,42.1,48.0,51.8,38.7,40.2,69.8,-10.3,No Seed,No Seed,2017,0.5,0.5,-3.0999999999999943
901,Tulane,Amer,31,6,103.3,106.5,0.4129,46.4,53.7,18.8,19.7,29.3,32.5,34.3,40.8,45.2,51.9,32.4,38.1,72.0,-15.5,No Seed,No Seed,2017,0.1935483870967742,0.8064516129032258,-3.200000000000003
902,Northern Illinois,MAC,29,15,98.8,101.8,0.4121,46.4,50.8,19.5,20.5,33.5,28.1,40.3,39.8,46.6,49.8,30.6,34.9,68.2,-12.1,No Seed,No Seed,2017,0.5172413793103449,0.48275862068965514,-3.0
903,Long Beach St.,BW,32,15,104.3,107.9,0.4042,48.7,53.1,19.9,18.6,31.6,33.0,36.2,37.7,47.0,51.3,35.1,37.9,71.1,-10.5,No Seed,No Seed,2017,0.46875,0.53125,-3.6000000000000085
904,Navy,Pat,31,16,98.5,102.0,0.4023,47.8,53.0,21.9,23.8,36.9,26.2,35.9,38.9,49.0,52.5,30.6,35.8,65.5,-11.2,No Seed,No Seed,2017,0.5161290322580645,0.4838709677419355,-3.5
905,IUPUI,Sum,30,14,105.4,109.1,0.4022,51.6,54.4,16.8,19.0,29.6,29.4,33.2,43.3,48.5,54.1,37.8,36.6,70.9,-11.3,No Seed,No Seed,2017,0.4666666666666667,0.5333333333333333,-3.6999999999999886
906,Denver,Sum,30,16,105.5,109.4,0.396,54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,52.1,50.0,40.2,35.8,68.1,-9.4,No Seed,No Seed,2017,0.5333333333333333,0.4666666666666667,-3.9000000000000057
907,Idaho,BSky,31,19,101.3,105.3,0.3925,49.9,49.0,18.7,17.7,30.3,25.9,39.9,43.0,47.0,46.6,36.4,34.7,67.6,-9.3,No Seed,No Seed,2017,0.6129032258064516,0.3870967741935484,-4.0
908,Eastern Illinois,OVC,27,14,99.7,103.7,0.387,47.8,49.7,17.5,21.0,29.5,32.4,26.9,39.3,43.5,47.6,36.6,35.9,70.1,-11.5,No Seed,No Seed,2017,0.5185185185185185,0.4814814814814815,-4.0
909,Air Force,MWC,31,12,103.1,107.3,0.3854,49.8,54.6,17.9,17.5,26.5,24.6,37.4,32.6,47.0,54.4,36.2,36.6,68.4,-14.1,No Seed,No Seed,2017,0.3870967741935484,0.6129032258064516,-4.200000000000003
910,Fairfield,MAAC,31,16,98.0,102.2,0.3818,51.3,49.5,18.6,17.5,24.3,28.2,27.2,32.0,52.0,49.4,33.5,33.1,70.7,-9.1,No Seed,No Seed,2017,0.5161290322580645,0.4838709677419355,-4.200000000000003
911,Murray St.,OVC,31,16,105.4,110.0,0.3803,50.8,52.1,16.9,17.9,31.8,29.6,34.9,38.5,48.5,51.0,36.1,35.9,70.0,-12.0,No Seed,No Seed,2017,0.5161290322580645,0.4838709677419355,-4.599999999999994
912,Duquesne,A10,32,10,101.6,106.1,0.3798,48.9,49.9,20.0,17.6,29.0,30.2,37.1,33.3,48.3,47.9,33.4,35.9,71.7,-14.7,No Seed,No Seed,2017,0.3125,0.6875,-4.5
913,San Jose St.,MWC,28,14,99.7,104.0,0.3794,48.6,51.8,18.2,18.9,24.9,26.1,36.1,40.3,47.7,52.0,33.7,34.3,72.1,-9.0,No Seed,No Seed,2017,0.5,0.5,-4.299999999999997
914,UMKC,WAC,32,18,102.8,107.3,0.3779,50.6,52.6,19.7,20.0,27.1,32.2,38.4,41.7,47.3,53.4,36.9,34.1,72.0,-9.3,No Seed,No Seed,2017,0.5625,0.4375,-4.5
915,Coastal Carolina,SB,37,20,100.4,104.9,0.3749,48.5,50.3,18.1,16.6,30.5,26.9,29.2,32.6,48.0,49.7,32.7,33.9,69.9,-10.3,No Seed,No Seed,2017,0.5405405405405406,0.45945945945945943,-4.5
916,Rider,MAAC,33,18,99.9,104.5,0.3749,49.0,49.0,19.6,18.1,33.0,27.1,37.0,35.9,48.7,48.0,33.2,33.7,73.5,-10.1,No Seed,No Seed,2017,0.5454545454545454,0.4545454545454546,-4.599999999999994
917,Stony Brook,AE,32,18,100.0,104.7,0.3695,47.1,50.7,15.2,19.7,29.5,28.8,32.8,40.1,45.7,47.5,32.7,37.5,67.2,-8.3,No Seed,No Seed,2017,0.5625,0.4375,-4.700000000000003
918,Tennessee Martin,OVC,33,22,105.2,110.3,0.368,52.7,52.6,21.6,19.0,37.4,32.4,34.3,31.1,53.2,52.8,34.7,35.0,69.2,-6.7,No Seed,No Seed,2017,0.6666666666666666,0.33333333333333337,-5.099999999999994
919,Liberty,BSth,32,21,98.1,102.8,0.3669,52.3,52.2,16.0,22.0,15.0,24.7,34.2,42.2,50.4,52.1,36.1,34.9,64.2,-8.2,No Seed,No Seed,2017,0.65625,0.34375,-4.700000000000003
920,Holy Cross,Pat,32,15,97.4,102.3,0.3643,50.4,53.3,17.8,25.7,19.4,32.4,34.4,30.4,49.3,54.9,34.5,34.3,61.6,-10.8,No Seed,No Seed,2017,0.46875,0.53125,-4.8999999999999915
921,James Madison,CAA,32,10,98.4,103.4,0.3606,50.2,51.1,21.4,17.6,29.1,25.5,36.1,38.5,50.3,50.6,33.3,34.6,65.4,-17.1,No Seed,No Seed,2017,0.3125,0.6875,-5.0
922,Western Kentucky,CUSA,32,15,102.5,107.8,0.3572,50.1,52.3,18.0,15.8,27.3,26.7,37.2,24.7,48.5,50.4,35.4,36.8,67.5,-11.0,No Seed,No Seed,2017,0.46875,0.53125,-5.299999999999997
923,Lamar,Slnd,30,19,102.4,108.2,0.3458,51.0,51.9,19.5,21.0,31.2,29.4,40.3,42.2,49.3,53.1,35.8,32.9,69.2,-10.7,No Seed,No Seed,2017,0.6333333333333333,0.3666666666666667,-5.799999999999997
924,Charlotte,CUSA,29,13,101.6,107.5,0.3434,50.5,52.3,16.1,18.3,20.3,31.0,34.0,35.6,47.5,51.7,37.5,35.8,74.1,-10.6,No Seed,No Seed,2017,0.4482758620689655,0.5517241379310345,-5.900000000000006
925,Columbia,Ivy,26,11,100.0,105.8,0.3433,49.7,52.0,18.4,20.2,27.9,31.8,29.1,34.8,47.1,50.4,36.1,36.1,70.3,-11.1,No Seed,No Seed,2017,0.4230769230769231,0.5769230769230769,-5.799999999999997
926,Bradley,MVC,32,13,96.5,102.1,0.3409,48.5,48.9,21.9,18.4,26.3,29.4,42.1,40.9,46.1,46.8,35.3,34.7,69.0,-11.2,No Seed,No Seed,2017,0.40625,0.59375,-5.599999999999994
927,Bowling Green,MAC,31,13,99.8,105.8,0.3384,48.0,53.1,17.3,20.0,28.5,28.2,35.8,34.2,46.5,53.3,34.1,35.2,71.5,-12.9,No Seed,No Seed,2017,0.41935483870967744,0.5806451612903225,-6.0
928,Oral Roberts,Sum,28,8,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,No Seed,No Seed,2017,0.2857142857142857,0.7142857142857143,-6.400000000000006
929,Cal St. Fullerton,BW,30,17,97.1,103.1,0.3326,49.1,49.7,20.7,19.6,30.3,27.5,39.9,42.1,50.6,48.8,30.8,34.3,70.0,-11.0,No Seed,No Seed,2017,0.5666666666666667,0.43333333333333335,-6.0
930,Illinois Chicago,Horz,34,17,100.4,106.7,0.3324,50.5,48.1,22.3,16.6,32.5,31.4,38.4,32.2,47.6,45.7,37.0,36.0,73.2,-13.3,No Seed,No Seed,2017,0.5,0.5,-6.299999999999997
931,Montana St.,BSky,30,16,101.8,108.2,0.3316,51.2,52.3,16.6,18.4,27.2,27.7,36.3,50.6,47.7,50.1,37.2,37.2,70.9,-12.2,No Seed,No Seed,2017,0.5333333333333333,0.4666666666666667,-6.400000000000006
932,Houston Baptist,Slnd,27,17,103.9,110.7,0.3266,49.1,53.2,19.3,18.5,35.7,28.6,37.8,38.7,48.6,52.6,33.5,36.2,71.6,-7.7,No Seed,No Seed,2017,0.6296296296296297,0.37037037037037035,-6.799999999999997
933,Pacific,WCC,32,11,98.8,105.5,0.3214,44.6,52.5,17.0,16.5,29.3,24.1,34.6,40.9,42.9,51.8,32.5,35.7,67.7,-12.6,No Seed,No Seed,2017,0.34375,0.65625,-6.700000000000003
934,Loyola MD,Pat,32,16,97.1,103.7,0.3209,46.7,52.2,22.0,21.3,33.0,28.0,39.2,35.9,45.3,53.2,33.2,33.4,67.2,-10.6,No Seed,No Seed,2017,0.5,0.5,-6.6000000000000085
935,UNLV,MWC,32,11,97.4,104.1,0.3186,45.1,51.6,18.0,16.5,28.9,27.5,37.5,28.6,43.5,48.9,32.0,37.8,70.1,-12.6,No Seed,No Seed,2017,0.34375,0.65625,-6.699999999999989
936,Drexel,CAA,31,9,101.9,108.8,0.3184,49.9,53.1,18.5,17.4,30.4,30.5,31.6,39.9,48.5,52.6,34.9,36.0,71.9,-17.3,No Seed,No Seed,2017,0.2903225806451613,0.7096774193548387,-6.8999999999999915
937,Southeast Missouri St.,OVC,31,15,101.7,108.7,0.3161,51.4,55.3,17.6,21.9,24.7,30.1,35.1,39.0,49.0,55.3,36.8,36.9,69.8,-13.0,No Seed,No Seed,2017,0.4838709677419355,0.5161290322580645,-7.0
938,Southeastern Louisiana,Slnd,30,16,96.3,103.1,0.3141,50.2,49.0,22.8,21.6,35.0,30.8,37.0,39.6,48.3,47.6,36.1,34.5,68.8,-11.9,No Seed,No Seed,2017,0.5333333333333333,0.4666666666666667,-6.799999999999997
939,Little Rock,SB,30,15,97.1,104.0,0.3128,49.1,51.8,19.5,19.9,28.4,27.6,32.3,40.3,48.2,50.2,33.8,36.2,64.7,-12.0,No Seed,No Seed,2017,0.5,0.5,-6.900000000000006
940,Hawaii,BW,29,14,96.6,103.6,0.311,48.5,50.8,20.3,20.3,28.0,28.9,36.9,38.3,48.6,50.9,32.1,33.8,68.6,-11.6,No Seed,No Seed,2017,0.4827586206896552,0.5172413793103448,-7.0
941,Drake,MVC,29,7,102.6,110.0,0.3099,48.1,53.1,17.6,17.6,26.8,31.5,29.1,30.7,45.3,52.0,34.6,36.8,71.0,-15.8,No Seed,No Seed,2017,0.2413793103448276,0.7586206896551724,-7.400000000000006
942,Central Michigan,MAC,30,16,109.8,117.8,0.3083,51.7,53.5,14.7,15.2,26.7,34.0,34.6,32.6,48.5,53.9,36.4,35.1,76.3,-10.8,No Seed,No Seed,2017,0.5333333333333333,0.4666666666666667,-8.0
943,Army,Pat,31,13,97.1,104.3,0.3065,51.5,50.3,20.6,17.3,26.4,24.0,28.0,33.7,50.7,50.1,35.1,33.8,72.7,-13.6,No Seed,No Seed,2017,0.41935483870967744,0.5806451612903225,-7.200000000000003
944,South Alabama,SB,30,14,98.0,105.3,0.3057,48.4,52.2,18.4,22.4,27.2,31.7,38.3,40.4,49.0,51.0,31.7,36.2,71.0,-12.9,No Seed,No Seed,2017,0.4666666666666667,0.5333333333333333,-7.299999999999997
945,Sam Houston St.,Slnd,30,21,95.8,102.9,0.3053,47.1,50.0,19.3,22.2,31.6,27.4,36.3,48.2,47.7,48.8,30.6,34.7,71.6,-8.6,No Seed,No Seed,2017,0.7,0.30000000000000004,-7.1000000000000085
946,LIU Brooklyn,NEC,31,20,99.3,106.7,0.3027,48.5,49.5,20.9,19.5,36.4,28.9,38.8,37.1,47.0,47.6,34.8,35.4,68.3,-8.7,No Seed,No Seed,2017,0.6451612903225806,0.3548387096774194,-7.400000000000006
947,St. Francis PA,NEC,33,17,101.5,109.1,0.3027,52.8,50.4,20.7,18.7,29.7,32.4,29.6,23.9,50.4,47.3,38.1,36.9,71.4,-11.9,No Seed,No Seed,2017,0.5151515151515151,0.48484848484848486,-7.599999999999994
948,Portland St.,BSky,28,15,102.9,110.8,0.2979,52.5,56.0,16.1,22.2,25.7,31.3,38.1,36.8,53.9,56.2,33.4,37.2,73.6,-12.0,No Seed,No Seed,2017,0.5357142857142857,0.4642857142857143,-7.8999999999999915
949,North Florida,ASun,30,15,100.7,108.6,0.2957,51.3,52.7,22.2,16.7,33.3,31.8,34.9,35.0,50.7,51.6,34.7,36.6,71.1,-12.1,No Seed,No Seed,2017,0.5,0.5,-7.8999999999999915
950,Seattle,WAC,27,13,95.3,102.8,0.2955,50.5,47.6,20.6,19.0,20.6,31.1,36.2,35.1,50.3,47.6,33.9,31.7,69.1,-11.7,No Seed,No Seed,2017,0.48148148148148145,0.5185185185185186,-7.5
951,Wagner,NEC,29,16,99.8,107.6,0.2955,47.6,47.6,21.4,18.5,40.1,30.9,34.7,38.9,47.1,46.0,32.5,33.5,64.4,-10.7,No Seed,No Seed,2017,0.5517241379310345,0.4482758620689655,-7.799999999999997
952,Stephen F. Austin,Slnd,30,18,95.4,102.9,0.2943,49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,50.3,52.0,31.4,34.9,67.6,-9.5,No Seed,No Seed,2017,0.6,0.4,-7.5
953,Cleveland St.,Horz,30,9,94.9,102.4,0.2941,46.3,52.1,18.8,22.3,28.9,32.7,29.6,41.8,46.5,51.7,30.7,35.3,67.2,-15.7,No Seed,No Seed,2017,0.3,0.7,-7.5
954,Louisiana Monroe,SB,31,9,97.9,105.7,0.2934,47.7,50.5,19.4,16.5,29.5,29.4,26.0,34.0,47.0,49.0,32.5,35.5,66.4,-17.9,No Seed,No Seed,2017,0.2903225806451613,0.7096774193548387,-7.799999999999997
955,UTSA,CUSA,31,14,94.7,102.3,0.2925,42.6,49.7,18.1,17.6,32.4,24.2,36.2,37.9,43.7,48.4,26.7,34.8,69.5,-13.3,No Seed,No Seed,2017,0.45161290322580644,0.5483870967741935,-7.599999999999994
956,Saint Louis,A10,33,12,95.5,103.2,0.2891,47.0,50.6,20.3,16.9,24.2,27.3,34.4,38.5,44.3,48.9,34.2,35.6,65.2,-12.8,No Seed,No Seed,2017,0.36363636363636365,0.6363636363636364,-7.700000000000003
957,Robert Morris,NEC,33,14,91.5,99.0,0.2879,45.1,48.4,21.5,23.7,29.3,31.3,41.3,42.5,43.8,50.0,31.9,29.8,70.2,-13.5,No Seed,No Seed,2017,0.42424242424242425,0.5757575757575757,-7.5
958,Appalachian St.,SB,28,9,99.3,107.5,0.2859,47.4,52.8,19.4,16.9,28.9,27.2,37.1,44.8,46.3,50.5,32.7,39.0,71.7,-14.8,No Seed,No Seed,2017,0.32142857142857145,0.6785714285714286,-8.200000000000003
959,Kennesaw St.,ASun,30,14,100.9,109.3,0.2848,51.3,53.8,18.9,17.5,31.1,28.5,30.6,36.2,47.7,52.8,41.2,37.3,70.6,-13.0,No Seed,No Seed,2017,0.4666666666666667,0.5333333333333333,-8.399999999999991
960,Eastern Kentucky,OVC,29,12,98.2,106.4,0.2844,49.4,51.4,19.8,19.2,25.2,32.9,37.4,40.5,50.1,49.8,32.3,36.2,69.1,-13.3,No Seed,No Seed,2017,0.41379310344827586,0.5862068965517242,-8.200000000000003
961,Oregon St.,P12,31,5,96.1,104.2,0.2842,48.2,51.3,23.0,17.5,26.9,32.3,34.3,39.6,46.3,50.0,34.6,35.7,66.3,-16.7,No Seed,No Seed,2017,0.16129032258064516,0.8387096774193549,-8.100000000000009
962,Northern Colorado,BSky,27,11,97.2,105.4,0.2841,51.0,52.2,20.3,18.2,27.4,25.4,34.4,34.5,50.6,52.0,34.3,35.0,70.1,-12.6,No Seed,No Seed,2017,0.4074074074074074,0.5925925925925926,-8.200000000000003
963,Cornell,Ivy,28,8,98.9,107.4,0.2791,52.1,51.9,20.1,15.5,22.0,27.2,29.5,31.8,53.6,51.1,33.3,35.6,71.4,-14.6,No Seed,No Seed,2017,0.2857142857142857,0.7142857142857143,-8.5
964,Milwaukee,Horz,34,11,98.9,107.8,0.2696,50.8,53.9,18.1,17.5,24.5,26.8,27.4,32.3,49.8,54.2,34.9,35.7,63.8,-17.8,No Seed,No Seed,2017,0.3235294117647059,0.6764705882352942,-8.899999999999991
965,FIU,CUSA,29,7,102.5,111.8,0.2684,49.7,53.2,19.2,16.8,29.8,28.0,28.5,36.7,50.2,52.6,32.4,36.3,66.2,-18.9,No Seed,No Seed,2017,0.2413793103448276,0.7586206896551724,-9.299999999999997
966,San Diego,WCC,30,13,98.5,107.5,0.2681,48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,45.0,50.9,34.7,36.3,64.7,-10.0,No Seed,No Seed,2017,0.43333333333333335,0.5666666666666667,-9.0
967,USC Upstate,ASun,29,17,102.1,111.5,0.2665,52.4,50.7,17.9,14.5,30.2,30.2,31.9,29.9,52.8,51.2,34.6,33.2,69.6,-10.5,No Seed,No Seed,2017,0.5862068965517241,0.4137931034482759,-9.400000000000006
968,Campbell,BSth,34,19,99.9,109.2,0.2656,51.4,50.7,18.7,17.3,24.2,28.9,36.6,38.7,50.2,49.9,35.6,34.7,67.0,-12.9,No Seed,No Seed,2017,0.5588235294117647,0.4411764705882353,-9.299999999999997
969,Portland,WCC,31,11,97.5,106.7,0.2613,47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,43.2,49.2,37.0,36.3,67.1,-13.3,No Seed,No Seed,2017,0.3548387096774194,0.6451612903225806,-9.200000000000003
970,Fairleigh Dickinson,NEC,29,11,101.3,111.0,0.2584,49.5,51.8,18.9,19.4,27.4,34.2,36.1,44.0,49.8,51.9,32.7,34.4,70.6,-13.9,No Seed,No Seed,2017,0.3793103448275862,0.6206896551724138,-9.700000000000003
971,Tennessee Tech,OVC,30,12,97.6,107.0,0.2568,48.1,51.5,19.2,20.4,29.0,30.1,38.5,39.7,47.7,51.1,32.5,34.7,69.7,-14.6,No Seed,No Seed,2017,0.4,0.6,-9.400000000000006
